"","tsunset","ts2","ts2round","ts2rounddate"
"1212","2004-04-27 18:57:29","2004-04-27 20:57:29","2004-04-27 21:00:00","2004-04-27"
"1213","2004-04-28 18:56:29","2004-04-28 20:56:29","2004-04-28 21:00:00","2004-04-28"
"1214","2004-04-29 18:55:29","2004-04-29 20:55:29","2004-04-29 21:00:00","2004-04-29"
"1215","2004-04-30 18:54:30","2004-04-30 20:54:30","2004-04-30 21:00:00","2004-04-30"
"1216","2004-05-01 18:53:33","2004-05-01 20:53:33","2004-05-01 21:00:00","2004-05-01"
"1217","2004-05-02 18:52:37","2004-05-02 20:52:37","2004-05-02 21:00:00","2004-05-02"
"1218","2004-05-03 18:51:41","2004-05-03 20:51:41","2004-05-03 21:00:00","2004-05-03"
"1219","2004-05-04 18:50:47","2004-05-04 20:50:47","2004-05-04 21:00:00","2004-05-04"
"1220","2004-05-05 18:49:54","2004-05-05 20:49:54","2004-05-05 21:00:00","2004-05-05"
"1221","2004-05-06 18:49:02","2004-05-06 20:49:02","2004-05-06 21:00:00","2004-05-06"
"1222","2004-05-07 18:48:12","2004-05-07 20:48:12","2004-05-07 21:00:00","2004-05-07"
"1223","2004-05-08 18:47:23","2004-05-08 20:47:23","2004-05-08 21:00:00","2004-05-08"
"1224","2004-05-09 18:46:35","2004-05-09 20:46:35","2004-05-09 21:00:00","2004-05-09"
"1225","2004-05-10 18:45:48","2004-05-10 20:45:48","2004-05-10 21:00:00","2004-05-10"
"1226","2004-05-11 18:45:02","2004-05-11 20:45:02","2004-05-11 21:00:00","2004-05-11"
"1227","2004-05-12 18:44:18","2004-05-12 20:44:18","2004-05-12 21:00:00","2004-05-12"
"1228","2004-05-13 18:43:35","2004-05-13 20:43:35","2004-05-13 21:00:00","2004-05-13"
"1229","2004-05-14 18:42:54","2004-05-14 20:42:54","2004-05-14 21:00:00","2004-05-14"
"1230","2004-05-15 18:42:14","2004-05-15 20:42:14","2004-05-15 21:00:00","2004-05-15"
"1231","2004-05-16 18:41:35","2004-05-16 20:41:35","2004-05-16 21:00:00","2004-05-16"
"1232","2004-05-17 18:40:58","2004-05-17 20:40:58","2004-05-17 21:00:00","2004-05-17"
"1233","2004-05-18 18:40:22","2004-05-18 20:40:22","2004-05-18 21:00:00","2004-05-18"
"1234","2004-05-19 18:39:48","2004-05-19 20:39:48","2004-05-19 21:00:00","2004-05-19"
"1235","2004-05-20 18:39:15","2004-05-20 20:39:15","2004-05-20 21:00:00","2004-05-20"
"1236","2004-05-21 18:38:43","2004-05-21 20:38:43","2004-05-21 21:00:00","2004-05-21"
"1237","2004-05-22 18:38:13","2004-05-22 20:38:13","2004-05-22 21:00:00","2004-05-22"
"1238","2004-05-23 18:37:44","2004-05-23 20:37:44","2004-05-23 21:00:00","2004-05-23"
"1239","2004-05-24 18:37:17","2004-05-24 20:37:17","2004-05-24 21:00:00","2004-05-24"
"1240","2004-05-25 18:36:52","2004-05-25 20:36:52","2004-05-25 21:00:00","2004-05-25"
"1241","2004-05-26 18:36:28","2004-05-26 20:36:28","2004-05-26 21:00:00","2004-05-26"
"1242","2004-05-27 18:36:05","2004-05-27 20:36:05","2004-05-27 21:00:00","2004-05-27"
"1243","2004-05-28 18:35:44","2004-05-28 20:35:44","2004-05-28 21:00:00","2004-05-28"
"1244","2004-05-29 18:35:25","2004-05-29 20:35:25","2004-05-29 21:00:00","2004-05-29"
"1245","2004-05-30 18:35:07","2004-05-30 20:35:07","2004-05-30 21:00:00","2004-05-30"
"1246","2004-05-31 18:34:50","2004-05-31 20:34:50","2004-05-31 21:00:00","2004-05-31"
"1247","2004-06-01 18:34:35","2004-06-01 20:34:35","2004-06-01 21:00:00","2004-06-01"
"1248","2004-06-02 18:34:22","2004-06-02 20:34:22","2004-06-02 21:00:00","2004-06-02"
"1249","2004-06-03 18:34:10","2004-06-03 20:34:10","2004-06-03 21:00:00","2004-06-03"
"1250","2004-06-04 18:34:00","2004-06-04 20:34:00","2004-06-04 21:00:00","2004-06-04"
"1251","2004-06-05 18:33:51","2004-06-05 20:33:51","2004-06-05 21:00:00","2004-06-05"
"1252","2004-06-06 18:33:44","2004-06-06 20:33:44","2004-06-06 21:00:00","2004-06-06"
"1253","2004-06-07 18:33:38","2004-06-07 20:33:38","2004-06-07 21:00:00","2004-06-07"
"1254","2004-06-08 18:33:34","2004-06-08 20:33:34","2004-06-08 21:00:00","2004-06-08"
"1255","2004-06-09 18:33:31","2004-06-09 20:33:31","2004-06-09 21:00:00","2004-06-09"
"1256","2004-06-10 18:33:30","2004-06-10 20:33:30","2004-06-10 21:00:00","2004-06-10"
"1257","2004-06-11 18:33:30","2004-06-11 20:33:30","2004-06-11 21:00:00","2004-06-11"
"1258","2004-06-12 18:33:31","2004-06-12 20:33:31","2004-06-12 21:00:00","2004-06-12"
"1259","2004-06-13 18:33:35","2004-06-13 20:33:35","2004-06-13 21:00:00","2004-06-13"
"1260","2004-06-14 18:33:39","2004-06-14 20:33:39","2004-06-14 21:00:00","2004-06-14"
"1261","2004-06-15 18:33:45","2004-06-15 20:33:45","2004-06-15 21:00:00","2004-06-15"
"1262","2004-06-16 18:33:52","2004-06-16 20:33:52","2004-06-16 21:00:00","2004-06-16"
"1263","2004-06-17 18:34:01","2004-06-17 20:34:01","2004-06-17 21:00:00","2004-06-17"
"1264","2004-06-18 18:34:11","2004-06-18 20:34:11","2004-06-18 21:00:00","2004-06-18"
"1265","2004-06-19 18:34:22","2004-06-19 20:34:22","2004-06-19 21:00:00","2004-06-19"
"1266","2004-06-20 18:34:35","2004-06-20 20:34:35","2004-06-20 21:00:00","2004-06-20"
"1267","2004-06-21 18:34:49","2004-06-21 20:34:49","2004-06-21 21:00:00","2004-06-21"
"1268","2004-06-22 18:35:04","2004-06-22 20:35:04","2004-06-22 21:00:00","2004-06-22"
"1269","2004-06-23 18:35:20","2004-06-23 20:35:20","2004-06-23 21:00:00","2004-06-23"
"1270","2004-06-24 18:35:38","2004-06-24 20:35:38","2004-06-24 21:00:00","2004-06-24"
"1271","2004-06-25 18:35:56","2004-06-25 20:35:56","2004-06-25 21:00:00","2004-06-25"
"1272","2004-06-26 18:36:16","2004-06-26 20:36:16","2004-06-26 21:00:00","2004-06-26"
"1273","2004-06-27 18:36:37","2004-06-27 20:36:37","2004-06-27 21:00:00","2004-06-27"
"1274","2004-06-28 18:36:59","2004-06-28 20:36:59","2004-06-28 21:00:00","2004-06-28"
"1275","2004-06-29 18:37:23","2004-06-29 20:37:23","2004-06-29 21:00:00","2004-06-29"
"1276","2004-06-30 18:37:47","2004-06-30 20:37:47","2004-06-30 21:00:00","2004-06-30"
"1277","2004-07-01 18:38:12","2004-07-01 20:38:12","2004-07-01 21:00:00","2004-07-01"
"1278","2004-07-02 18:38:38","2004-07-02 20:38:38","2004-07-02 21:00:00","2004-07-02"
"1279","2004-07-03 18:39:05","2004-07-03 20:39:05","2004-07-03 21:00:00","2004-07-03"
"1280","2004-07-04 18:39:33","2004-07-04 20:39:33","2004-07-04 21:00:00","2004-07-04"
"1281","2004-07-05 18:40:02","2004-07-05 20:40:02","2004-07-05 21:00:00","2004-07-05"
"1282","2004-07-06 18:40:32","2004-07-06 20:40:32","2004-07-06 21:00:00","2004-07-06"
"1283","2004-07-07 18:41:02","2004-07-07 20:41:02","2004-07-07 21:00:00","2004-07-07"
"1284","2004-07-08 18:41:33","2004-07-08 20:41:33","2004-07-08 21:00:00","2004-07-08"
"1285","2004-07-09 18:42:05","2004-07-09 20:42:05","2004-07-09 21:00:00","2004-07-09"
"1286","2004-07-10 18:42:38","2004-07-10 20:42:38","2004-07-10 21:00:00","2004-07-10"
"1287","2004-07-11 18:43:11","2004-07-11 20:43:11","2004-07-11 21:00:00","2004-07-11"
"1288","2004-07-12 18:43:45","2004-07-12 20:43:45","2004-07-12 21:00:00","2004-07-12"
"1289","2004-07-13 18:44:20","2004-07-13 20:44:20","2004-07-13 21:00:00","2004-07-13"
"1290","2004-07-14 18:44:55","2004-07-14 20:44:55","2004-07-14 21:00:00","2004-07-14"
"1291","2004-07-15 18:45:30","2004-07-15 20:45:30","2004-07-15 21:00:00","2004-07-15"
"1292","2004-07-16 18:46:07","2004-07-16 20:46:07","2004-07-16 21:00:00","2004-07-16"
"1293","2004-07-17 18:46:43","2004-07-17 20:46:43","2004-07-17 21:00:00","2004-07-17"
"1294","2004-07-18 18:47:20","2004-07-18 20:47:20","2004-07-18 21:00:00","2004-07-18"
"1295","2004-07-19 18:47:58","2004-07-19 20:47:58","2004-07-19 21:00:00","2004-07-19"
"1296","2004-07-20 18:48:36","2004-07-20 20:48:36","2004-07-20 21:00:00","2004-07-20"
"1297","2004-07-21 18:49:14","2004-07-21 20:49:14","2004-07-21 21:00:00","2004-07-21"
"1298","2004-07-22 18:49:52","2004-07-22 20:49:52","2004-07-22 21:00:00","2004-07-22"
"1299","2004-07-23 18:50:31","2004-07-23 20:50:31","2004-07-23 21:00:00","2004-07-23"
"1300","2004-07-24 18:51:10","2004-07-24 20:51:10","2004-07-24 21:00:00","2004-07-24"
"1301","2004-07-25 18:51:50","2004-07-25 20:51:50","2004-07-25 21:00:00","2004-07-25"
"1302","2004-07-26 18:52:29","2004-07-26 20:52:29","2004-07-26 21:00:00","2004-07-26"
"1303","2004-07-27 18:53:09","2004-07-27 20:53:09","2004-07-27 21:00:00","2004-07-27"
"1304","2004-07-28 18:53:49","2004-07-28 20:53:49","2004-07-28 21:00:00","2004-07-28"
"1305","2004-07-29 18:54:29","2004-07-29 20:54:29","2004-07-29 21:00:00","2004-07-29"
"1306","2004-07-30 18:55:10","2004-07-30 20:55:10","2004-07-30 21:00:00","2004-07-30"
"1307","2004-07-31 18:55:50","2004-07-31 20:55:50","2004-07-31 21:00:00","2004-07-31"
"1308","2004-08-01 18:56:31","2004-08-01 20:56:31","2004-08-01 21:00:00","2004-08-01"
"1309","2004-08-02 18:57:11","2004-08-02 20:57:11","2004-08-02 21:00:00","2004-08-02"
"1310","2004-08-03 18:57:52","2004-08-03 20:57:52","2004-08-03 21:00:00","2004-08-03"
"1311","2004-08-04 18:58:32","2004-08-04 20:58:32","2004-08-04 21:00:00","2004-08-04"
"1312","2004-08-05 18:59:13","2004-08-05 20:59:13","2004-08-05 21:00:00","2004-08-05"
"1313","2004-08-06 18:59:54","2004-08-06 20:59:54","2004-08-06 21:00:00","2004-08-06"
"1314","2004-08-07 19:00:35","2004-08-07 21:00:35","2004-08-07 21:00:00","2004-08-07"
"1315","2004-08-08 19:01:15","2004-08-08 21:01:15","2004-08-08 21:00:00","2004-08-08"
"1316","2004-08-09 19:01:56","2004-08-09 21:01:56","2004-08-09 21:00:00","2004-08-09"
"1317","2004-08-10 19:02:37","2004-08-10 21:02:37","2004-08-10 21:00:00","2004-08-10"
"1318","2004-08-11 19:03:17","2004-08-11 21:03:17","2004-08-11 21:00:00","2004-08-11"
"1319","2004-08-12 19:03:58","2004-08-12 21:03:58","2004-08-12 21:00:00","2004-08-12"
"1320","2004-08-13 19:04:38","2004-08-13 21:04:38","2004-08-13 21:00:00","2004-08-13"
"1321","2004-08-14 19:05:19","2004-08-14 21:05:19","2004-08-14 21:00:00","2004-08-14"
"1322","2004-08-15 19:05:59","2004-08-15 21:05:59","2004-08-15 21:00:00","2004-08-15"
"1323","2004-08-16 19:06:39","2004-08-16 21:06:39","2004-08-16 21:00:00","2004-08-16"
"1324","2004-08-17 19:07:19","2004-08-17 21:07:19","2004-08-17 21:00:00","2004-08-17"
"1325","2004-08-18 19:07:59","2004-08-18 21:07:59","2004-08-18 21:00:00","2004-08-18"
"1326","2004-08-19 19:08:39","2004-08-19 21:08:39","2004-08-19 21:00:00","2004-08-19"
"1327","2004-08-20 19:09:19","2004-08-20 21:09:19","2004-08-20 21:00:00","2004-08-20"
"1328","2004-08-21 19:09:59","2004-08-21 21:09:59","2004-08-21 21:00:00","2004-08-21"
"1329","2004-08-22 19:10:39","2004-08-22 21:10:39","2004-08-22 21:00:00","2004-08-22"
"1330","2004-08-23 19:11:18","2004-08-23 21:11:18","2004-08-23 21:00:00","2004-08-23"
"1331","2004-08-24 19:11:58","2004-08-24 21:11:58","2004-08-24 21:00:00","2004-08-24"
"1332","2004-08-25 19:12:37","2004-08-25 21:12:37","2004-08-25 21:00:00","2004-08-25"
"1333","2004-08-26 19:13:17","2004-08-26 21:13:17","2004-08-26 21:00:00","2004-08-26"
"1334","2004-08-27 19:13:56","2004-08-27 21:13:56","2004-08-27 21:00:00","2004-08-27"
"1335","2004-08-28 19:14:35","2004-08-28 21:14:35","2004-08-28 21:00:00","2004-08-28"
"1336","2004-08-29 19:15:14","2004-08-29 21:15:14","2004-08-29 21:00:00","2004-08-29"
"1337","2004-08-30 19:15:53","2004-08-30 21:15:53","2004-08-30 21:00:00","2004-08-30"
"1338","2004-08-31 19:16:32","2004-08-31 21:16:32","2004-08-31 21:00:00","2004-08-31"
"1339","2004-09-01 19:17:11","2004-09-01 21:17:11","2004-09-01 21:00:00","2004-09-01"
"1340","2004-09-02 19:17:50","2004-09-02 21:17:50","2004-09-02 21:00:00","2004-09-02"
"1341","2004-09-03 19:18:29","2004-09-03 21:18:29","2004-09-03 21:00:00","2004-09-03"
"1342","2004-09-04 19:19:07","2004-09-04 21:19:07","2004-09-04 21:00:00","2004-09-04"
"1343","2004-09-05 19:19:46","2004-09-05 21:19:46","2004-09-05 21:00:00","2004-09-05"
"1344","2004-09-06 19:20:25","2004-09-06 21:20:25","2004-09-06 21:00:00","2004-09-06"
"1345","2004-09-07 19:21:03","2004-09-07 21:21:03","2004-09-07 21:00:00","2004-09-07"
"1346","2004-09-08 19:21:42","2004-09-08 21:21:42","2004-09-08 21:00:00","2004-09-08"
"1347","2004-09-09 19:22:21","2004-09-09 21:22:21","2004-09-09 21:00:00","2004-09-09"
"1348","2004-09-10 19:23:00","2004-09-10 21:23:00","2004-09-10 21:00:00","2004-09-10"
"1349","2004-09-11 19:23:38","2004-09-11 21:23:38","2004-09-11 21:00:00","2004-09-11"
"1350","2004-09-12 19:24:17","2004-09-12 21:24:17","2004-09-12 21:00:00","2004-09-12"
"1351","2004-09-13 19:24:56","2004-09-13 21:24:56","2004-09-13 21:00:00","2004-09-13"
"1352","2004-09-14 19:25:35","2004-09-14 21:25:35","2004-09-14 21:00:00","2004-09-14"
"1353","2004-09-15 19:26:14","2004-09-15 21:26:14","2004-09-15 21:00:00","2004-09-15"
"1354","2004-09-16 19:26:53","2004-09-16 21:26:53","2004-09-16 21:00:00","2004-09-16"
"1355","2004-09-17 19:27:32","2004-09-17 21:27:32","2004-09-17 21:00:00","2004-09-17"
"1356","2004-09-18 19:28:12","2004-09-18 21:28:12","2004-09-18 21:00:00","2004-09-18"
"1357","2004-09-19 19:28:51","2004-09-19 21:28:51","2004-09-19 21:00:00","2004-09-19"
"1358","2004-09-20 19:29:31","2004-09-20 21:29:31","2004-09-20 21:00:00","2004-09-20"
"1359","2004-09-21 19:30:11","2004-09-21 21:30:11","2004-09-21 22:00:00","2004-09-21"
"1360","2004-09-22 19:30:51","2004-09-22 21:30:51","2004-09-22 22:00:00","2004-09-22"
"1361","2004-09-23 19:31:31","2004-09-23 21:31:31","2004-09-23 22:00:00","2004-09-23"
"1362","2004-09-24 19:32:11","2004-09-24 21:32:11","2004-09-24 22:00:00","2004-09-24"
"1363","2004-09-25 19:32:51","2004-09-25 21:32:51","2004-09-25 22:00:00","2004-09-25"
"1364","2004-09-26 19:33:32","2004-09-26 21:33:32","2004-09-26 22:00:00","2004-09-26"
"1365","2004-09-27 19:34:13","2004-09-27 21:34:13","2004-09-27 22:00:00","2004-09-27"
"1366","2004-09-28 19:34:54","2004-09-28 21:34:54","2004-09-28 22:00:00","2004-09-28"
"1367","2004-09-29 19:35:36","2004-09-29 21:35:36","2004-09-29 22:00:00","2004-09-29"
"1368","2004-09-30 19:36:17","2004-09-30 21:36:17","2004-09-30 22:00:00","2004-09-30"
"1369","2004-10-01 19:36:59","2004-10-01 21:36:59","2004-10-01 22:00:00","2004-10-01"
"1370","2004-10-02 19:37:41","2004-10-02 21:37:41","2004-10-02 22:00:00","2004-10-02"
"1371","2004-10-03 19:38:24","2004-10-03 21:38:24","2004-10-03 22:00:00","2004-10-03"
"1372","2004-10-04 19:39:07","2004-10-04 21:39:07","2004-10-04 22:00:00","2004-10-04"
"1373","2004-10-05 19:39:50","2004-10-05 21:39:50","2004-10-05 22:00:00","2004-10-05"
"1374","2004-10-06 19:40:33","2004-10-06 21:40:33","2004-10-06 22:00:00","2004-10-06"
"1375","2004-10-07 19:41:17","2004-10-07 21:41:17","2004-10-07 22:00:00","2004-10-07"
"1376","2004-10-08 19:42:01","2004-10-08 21:42:01","2004-10-08 22:00:00","2004-10-08"
"1377","2004-10-09 19:42:46","2004-10-09 21:42:46","2004-10-09 22:00:00","2004-10-09"
"1378","2004-10-10 19:43:31","2004-10-10 21:43:31","2004-10-10 22:00:00","2004-10-10"
"1379","2004-10-11 19:44:16","2004-10-11 21:44:16","2004-10-11 22:00:00","2004-10-11"
"1380","2004-10-12 19:45:02","2004-10-12 21:45:02","2004-10-12 22:00:00","2004-10-12"
"1381","2004-10-13 19:45:48","2004-10-13 21:45:48","2004-10-13 22:00:00","2004-10-13"
"1382","2004-10-14 19:46:34","2004-10-14 21:46:34","2004-10-14 22:00:00","2004-10-14"
"1383","2004-10-15 19:47:21","2004-10-15 21:47:21","2004-10-15 22:00:00","2004-10-15"
"1384","2004-10-16 19:48:08","2004-10-16 21:48:08","2004-10-16 22:00:00","2004-10-16"
"1385","2004-10-17 19:48:56","2004-10-17 21:48:56","2004-10-17 22:00:00","2004-10-17"
"1386","2004-10-18 19:49:44","2004-10-18 21:49:44","2004-10-18 22:00:00","2004-10-18"
"1387","2004-10-19 19:50:32","2004-10-19 21:50:32","2004-10-19 22:00:00","2004-10-19"
"1388","2004-10-20 19:51:21","2004-10-20 21:51:21","2004-10-20 22:00:00","2004-10-20"
"1389","2004-10-21 19:52:10","2004-10-21 21:52:10","2004-10-21 22:00:00","2004-10-21"
"1390","2004-10-22 19:53:00","2004-10-22 21:53:00","2004-10-22 22:00:00","2004-10-22"
"1391","2004-10-23 19:53:50","2004-10-23 21:53:50","2004-10-23 22:00:00","2004-10-23"
"1392","2004-10-24 19:54:40","2004-10-24 21:54:40","2004-10-24 22:00:00","2004-10-24"
"1393","2004-10-25 19:55:31","2004-10-25 21:55:31","2004-10-25 22:00:00","2004-10-25"
"1394","2004-10-26 19:56:22","2004-10-26 21:56:22","2004-10-26 22:00:00","2004-10-26"
"1395","2004-10-27 19:57:14","2004-10-27 21:57:14","2004-10-27 22:00:00","2004-10-27"
"1396","2004-10-28 19:58:06","2004-10-28 21:58:06","2004-10-28 22:00:00","2004-10-28"
"1397","2004-10-29 19:58:58","2004-10-29 21:58:58","2004-10-29 22:00:00","2004-10-29"
"1398","2004-10-30 19:59:51","2004-10-30 21:59:51","2004-10-30 22:00:00","2004-10-30"
"1399","2004-10-31 20:00:44","2004-10-31 22:00:44","2004-10-31 22:00:00","2004-10-31"
"1400","2004-11-01 20:01:37","2004-11-01 22:01:37","2004-11-01 22:00:00","2004-11-01"
"1401","2004-11-02 20:02:31","2004-11-02 22:02:31","2004-11-02 22:00:00","2004-11-02"
"1402","2004-11-03 20:03:25","2004-11-03 22:03:25","2004-11-03 22:00:00","2004-11-03"
"1403","2004-11-04 20:04:19","2004-11-04 22:04:19","2004-11-04 22:00:00","2004-11-04"
"1404","2004-11-05 20:05:14","2004-11-05 22:05:14","2004-11-05 22:00:00","2004-11-05"
"1405","2004-11-06 20:06:09","2004-11-06 22:06:09","2004-11-06 22:00:00","2004-11-06"
"1406","2004-11-07 20:07:04","2004-11-07 22:07:04","2004-11-07 22:00:00","2004-11-07"
"1407","2004-11-08 20:07:59","2004-11-08 22:07:59","2004-11-08 22:00:00","2004-11-08"
"1408","2004-11-09 20:08:55","2004-11-09 22:08:55","2004-11-09 22:00:00","2004-11-09"
"1409","2004-11-10 20:09:50","2004-11-10 22:09:50","2004-11-10 22:00:00","2004-11-10"
"1410","2004-11-11 20:10:46","2004-11-11 22:10:46","2004-11-11 22:00:00","2004-11-11"
"1411","2004-11-12 20:11:42","2004-11-12 22:11:42","2004-11-12 22:00:00","2004-11-12"
"1412","2004-11-13 20:12:38","2004-11-13 22:12:38","2004-11-13 22:00:00","2004-11-13"
"1413","2004-11-14 20:13:34","2004-11-14 22:13:34","2004-11-14 22:00:00","2004-11-14"
"1414","2004-11-15 20:14:31","2004-11-15 22:14:31","2004-11-15 22:00:00","2004-11-15"
"1415","2004-11-16 20:15:27","2004-11-16 22:15:27","2004-11-16 22:00:00","2004-11-16"
"1416","2004-11-17 20:16:23","2004-11-17 22:16:23","2004-11-17 22:00:00","2004-11-17"
"1417","2004-11-18 20:17:19","2004-11-18 22:17:19","2004-11-18 22:00:00","2004-11-18"
"1418","2004-11-19 20:18:15","2004-11-19 22:18:15","2004-11-19 22:00:00","2004-11-19"
"1419","2004-11-20 20:19:11","2004-11-20 22:19:11","2004-11-20 22:00:00","2004-11-20"
"1420","2004-11-21 20:20:06","2004-11-21 22:20:06","2004-11-21 22:00:00","2004-11-21"
"1421","2004-11-22 20:21:02","2004-11-22 22:21:02","2004-11-22 22:00:00","2004-11-22"
"1422","2004-11-23 20:21:57","2004-11-23 22:21:57","2004-11-23 22:00:00","2004-11-23"
"1423","2004-11-24 20:22:52","2004-11-24 22:22:52","2004-11-24 22:00:00","2004-11-24"
"1424","2004-11-25 20:23:46","2004-11-25 22:23:46","2004-11-25 22:00:00","2004-11-25"
"1425","2004-11-26 20:24:41","2004-11-26 22:24:41","2004-11-26 22:00:00","2004-11-26"
"1426","2004-11-27 20:25:34","2004-11-27 22:25:34","2004-11-27 22:00:00","2004-11-27"
"1427","2004-11-28 20:26:28","2004-11-28 22:26:28","2004-11-28 22:00:00","2004-11-28"
"1428","2004-11-29 20:27:20","2004-11-29 22:27:20","2004-11-29 22:00:00","2004-11-29"
"1429","2004-11-30 20:28:12","2004-11-30 22:28:12","2004-11-30 22:00:00","2004-11-30"
"1430","2004-12-01 20:29:04","2004-12-01 22:29:04","2004-12-01 22:00:00","2004-12-01"
"1431","2004-12-02 20:29:55","2004-12-02 22:29:55","2004-12-02 22:00:00","2004-12-02"
"1432","2004-12-03 20:30:45","2004-12-03 22:30:45","2004-12-03 23:00:00","2004-12-03"
"1433","2004-12-04 20:31:35","2004-12-04 22:31:35","2004-12-04 23:00:00","2004-12-04"
"1434","2004-12-05 20:32:23","2004-12-05 22:32:23","2004-12-05 23:00:00","2004-12-05"
"1435","2004-12-06 20:33:11","2004-12-06 22:33:11","2004-12-06 23:00:00","2004-12-06"
"1436","2004-12-07 20:33:58","2004-12-07 22:33:58","2004-12-07 23:00:00","2004-12-07"
"1437","2004-12-08 20:34:44","2004-12-08 22:34:44","2004-12-08 23:00:00","2004-12-08"
"1438","2004-12-09 20:35:29","2004-12-09 22:35:29","2004-12-09 23:00:00","2004-12-09"
"1439","2004-12-10 20:36:13","2004-12-10 22:36:13","2004-12-10 23:00:00","2004-12-10"
"1440","2004-12-11 20:36:56","2004-12-11 22:36:56","2004-12-11 23:00:00","2004-12-11"
"1441","2004-12-12 20:37:37","2004-12-12 22:37:37","2004-12-12 23:00:00","2004-12-12"
"1442","2004-12-13 20:38:18","2004-12-13 22:38:18","2004-12-13 23:00:00","2004-12-13"
"1443","2004-12-14 20:38:57","2004-12-14 22:38:57","2004-12-14 23:00:00","2004-12-14"
"1444","2004-12-15 20:39:35","2004-12-15 22:39:35","2004-12-15 23:00:00","2004-12-15"
"1445","2004-12-16 20:40:12","2004-12-16 22:40:12","2004-12-16 23:00:00","2004-12-16"
"1446","2004-12-17 20:40:47","2004-12-17 22:40:47","2004-12-17 23:00:00","2004-12-17"
"1447","2004-12-18 20:41:21","2004-12-18 22:41:21","2004-12-18 23:00:00","2004-12-18"
"1448","2004-12-19 20:41:54","2004-12-19 22:41:54","2004-12-19 23:00:00","2004-12-19"
"1449","2004-12-20 20:42:25","2004-12-20 22:42:25","2004-12-20 23:00:00","2004-12-20"
"1450","2004-12-21 20:42:54","2004-12-21 22:42:54","2004-12-21 23:00:00","2004-12-21"
"1451","2004-12-22 20:43:23","2004-12-22 22:43:23","2004-12-22 23:00:00","2004-12-22"
"1452","2004-12-23 20:43:49","2004-12-23 22:43:49","2004-12-23 23:00:00","2004-12-23"
"1453","2004-12-24 20:44:14","2004-12-24 22:44:14","2004-12-24 23:00:00","2004-12-24"
"1454","2004-12-25 20:44:37","2004-12-25 22:44:37","2004-12-25 23:00:00","2004-12-25"
"1455","2004-12-26 20:44:59","2004-12-26 22:44:59","2004-12-26 23:00:00","2004-12-26"
"1456","2004-12-27 20:45:19","2004-12-27 22:45:19","2004-12-27 23:00:00","2004-12-27"
"1457","2004-12-28 20:45:37","2004-12-28 22:45:37","2004-12-28 23:00:00","2004-12-28"
"1458","2004-12-29 20:45:53","2004-12-29 22:45:53","2004-12-29 23:00:00","2004-12-29"
"1459","2004-12-30 20:46:08","2004-12-30 22:46:08","2004-12-30 23:00:00","2004-12-30"
"1460","2004-12-31 20:46:21","2004-12-31 22:46:21","2004-12-31 23:00:00","2004-12-31"
"1461","2005-01-01 20:46:32","2005-01-01 22:46:32","2005-01-01 23:00:00","2005-01-01"
"1462","2005-01-02 20:46:42","2005-01-02 22:46:42","2005-01-02 23:00:00","2005-01-02"
"1463","2005-01-03 20:46:49","2005-01-03 22:46:49","2005-01-03 23:00:00","2005-01-03"
"1464","2005-01-04 20:46:55","2005-01-04 22:46:55","2005-01-04 23:00:00","2005-01-04"
"1465","2005-01-05 20:46:59","2005-01-05 22:46:59","2005-01-05 23:00:00","2005-01-05"
"1466","2005-01-06 20:47:01","2005-01-06 22:47:01","2005-01-06 23:00:00","2005-01-06"
"1467","2005-01-07 20:47:01","2005-01-07 22:47:01","2005-01-07 23:00:00","2005-01-07"
"1468","2005-01-08 20:46:59","2005-01-08 22:46:59","2005-01-08 23:00:00","2005-01-08"
"1469","2005-01-09 20:46:56","2005-01-09 22:46:56","2005-01-09 23:00:00","2005-01-09"
"1470","2005-01-10 20:46:50","2005-01-10 22:46:50","2005-01-10 23:00:00","2005-01-10"
"1471","2005-01-11 20:46:43","2005-01-11 22:46:43","2005-01-11 23:00:00","2005-01-11"
"1472","2005-01-12 20:46:34","2005-01-12 22:46:34","2005-01-12 23:00:00","2005-01-12"
"1473","2005-01-13 20:46:23","2005-01-13 22:46:23","2005-01-13 23:00:00","2005-01-13"
"1474","2005-01-14 20:46:11","2005-01-14 22:46:11","2005-01-14 23:00:00","2005-01-14"
"1475","2005-01-15 20:45:56","2005-01-15 22:45:56","2005-01-15 23:00:00","2005-01-15"
"1476","2005-01-16 20:45:40","2005-01-16 22:45:40","2005-01-16 23:00:00","2005-01-16"
"1477","2005-01-17 20:45:21","2005-01-17 22:45:21","2005-01-17 23:00:00","2005-01-17"
"1478","2005-01-18 20:45:01","2005-01-18 22:45:01","2005-01-18 23:00:00","2005-01-18"
"1479","2005-01-19 20:44:40","2005-01-19 22:44:40","2005-01-19 23:00:00","2005-01-19"
"1480","2005-01-20 20:44:16","2005-01-20 22:44:16","2005-01-20 23:00:00","2005-01-20"
"1481","2005-01-21 20:43:51","2005-01-21 22:43:51","2005-01-21 23:00:00","2005-01-21"
"1482","2005-01-22 20:43:24","2005-01-22 22:43:24","2005-01-22 23:00:00","2005-01-22"
"1483","2005-01-23 20:42:55","2005-01-23 22:42:55","2005-01-23 23:00:00","2005-01-23"
"1484","2005-01-24 20:42:24","2005-01-24 22:42:24","2005-01-24 23:00:00","2005-01-24"
"1485","2005-01-25 20:41:52","2005-01-25 22:41:52","2005-01-25 23:00:00","2005-01-25"
